# RYA branch cleanup 2026-08-27T18:43:47Z — every branch below was an ANCESTOR of origin/main
# (its commits are IN main), not checked out in any worktree, and untouched for >3 days.
# Recover any of them with:  git branch <name> <sha>  &&  git push origin <name>
branch,sha,last_commit_date,subject
ryandamienschmitt/rya-933-corrected-kp-holdings-serve-a-band,fafe9246bcdc528425207166e49902dc19a24e49,2026-08-23,"RYA-933: the corrected Kitt Peak holdings could not measure a band"
ryandamienschmitt/rya-933-kurucz2005-ships-its-own-continuum,22eca9e6ba3ab3fb29883afd0b69458e69e5b7d5,2026-08-23,"RYA-933/1026: Kurucz 2005 ships its own continuum -- we were fitting o"
ryandamienschmitt/rya-935-al-holdings,0949503597efc50405703f4bcef939a9e8f73a09,2026-08-23,"[RYA-935] every Al product now carries its holding — the tracker shows"
ryandamienschmitt/rya-935-live-al-tracker,ce8978c51d3af15e218c77d2c267b357f4ed24a1,2026-08-21,"[RYA-935] the live tracker becomes derived instead of typed"
ryandamienschmitt/rya-943-ir-fe-bibliography,84fb45450f3caaf74d4de988b3d8a13bd6abdf08,2026-08-21,"[RYA-943] add the 4 missing IR-Fe litscan references"
ryandamienschmitt/rya-945-ingest-fe-lab-gf,d7cb04e09ca8b398d34b93ed525574a79b3da56e,2026-08-21,"[RYA-945] docs, register v102, SEQUENCE"
ryandamienschmitt/rya-952-crires-inventory,d467fd98c8895b843ded9236d72ef0a4ce367249,2026-08-21,"[RYA-952] back out the tau_cet holding row — registering it would requ"
ryandamienschmitt/rya-957-gbs-params,57b6163c8f7b6073c8a7961f019400288eb70326,2026-08-21,"[RYA-957] adopt GBS parameters for tau Ceti + eps Eri; RYA-952's holdi"
ryandamienschmitt/rya-959-re-measure-fe-vis-3780-6910-ewsynth-clean-now-the-template,916739813327109993561c23093a5cbd4f707539,2026-08-22,"[RYA-959] final values, both arms, on the named holdings"
ryandamienschmitt/rya-963-crires-alpha-cen-a-molecfit-telluric-correction-947-critical,d37ff68efd1425e56ec1c615cb217d2236ca9559,2026-08-22,"[RYA-963] register the corrected holding; state register v105 + SEQUEN"
ryandamienschmitt/rya-964-resolve-star,70a97608721ec86977fac1b62824c85062ea8e4c,2026-08-21,"[RYA-964] resolve_star(): one alias lookup to assign a star id at inta"
ryandamienschmitt/rya-967-build-lift-synth_bands-to-config-vis-1d-lte-synth-run-same,dbdb53a90b7b2c035450b4a2929223dac8d40ca6,2026-08-22,"[RYA-967 Part B] the graded VIS synth product: 7.461 on 55 lines, syst"
ryandamienschmitt/rya-968-empirical-gf-grade-design,ec79739c5f771bbbfc44f5cb14b323a7021703ff,2026-08-22,"[RYA-968] v2 — reframe onto the published GBS/OCCASO admission method"
ryandamienschmitt/rya-968-impl-empirical-gf,560969b22e8a6961c958373f72bff7a44de8bf15,2026-08-22,"[RYA-968/969] build the empirical gf-grade framework and the different"
ryandamienschmitt/rya-969-differential-bridge,0b90f351a2ce2e5e81d610a542c28163bb089765,2026-08-22,"[RYA-969] DESIGN spec: the differential bridge (docs only, awaiting si"
ryandamienschmitt/rya-971-acen-omega-convention,7c915c9fbafedf4d93b4f401d4a7ee902fa2e646,2026-08-22,"[RYA-971] REVERT the omega swap — I applied a ruling the evidence does"
ryandamienschmitt/rya-971-apply-omega-flip,88221cd81af7d7417f6bc4c8ca99b31f64d0120a,2026-08-22,"[RYA-971] apply the ruling: omega_A/omega_B flipped, gate PASSES"
ryandamienschmitt/rya-973-crires-telluric-cross-check-tau-ceti-g8v-metal-poor-the,bc8493a826c4b2e29d2eeba343ad33ab73f11d11,2026-08-22,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-981-framework-validation,206323d9f50857c8286cc83a3e0a2f702fac511b,2026-08-22,"[RYA-981] validate 968 + 969 against the RYA-967 graded 55-line fixtur"
ryandamienschmitt/rya-983-noaa-arl-gdas1-automated-pull,e914ba5d33569e11d8a545047d4db497998cc789,2026-08-22,"[RYA-983] the ARL backend serves REGISTERED SITES ONLY — RYA-380's tes"
ryandamienschmitt/rya-984-run-deep-graded-recovery,2d45f01d237219cd5b4249a048cfea6ee1487ddd,2026-08-22,"[RYA-984] deep-graded recovery: 108 of 109, and the graded anchor goes"
ryandamienschmitt/rya-985-star-generic-harness,c27bb980b819d5e365a84667401f84284ca3171e,2026-08-22,"[RYA-985] nearuv_synth had TWO hardcoded solar reads; both now follow "
ryandamienschmitt/rya-986-full-ungraded-both-arms,d55c6abd6771d898fbb4744e6a03f1b6fd363438,2026-08-23,"RYA-959 cleanup: drop the two ../audit/ entries — GENERATORS.yaml does"
ryandamienschmitt/rya-987-zero-point-cap,adffdd66e9979af9bb20c5c57cc22e29082e6403,2026-08-22,"[RYA-987] the zero-point cap flips to SYSTEMATIC-limited on the 163-li"
ryandamienschmitt/rya-988-biblio-verified-arxiv,7bae0cab53a2e4fd1f8c2a12048e5b19c4c43f24,2026-08-22,"RYA-988 follow-up: unblock /sources — retype 3 rows arxiv -> crossref,"
ryandamienschmitt/rya-988-vmac-tau-ceti-eps-eri,dda3b94399aa6919a22b33716a6920db450078ca,2026-08-22,"RYA-988: register v107 + SEQUENCE for the vmac adoption"
ryandamienschmitt/rya-990-audit-live-status,22a93de247a1a19aa1b222bd289ccab768e83e5b,2026-08-22,"RYA-990: regenerate with gf_source / dominant_term / n_excluded carrie"
ryandamienschmitt/rya-991-harps-deep-graded,d7eb3af9d1f6220c2ce50e6aecf623e6b20082ea,2026-08-22,"[RYA-991] HARPS deep leg lands — and it REFUTES the arm-gap lead"
ryandamienschmitt/rya-992-synth-gof-criterion,663192fa759cac83bbb208cac7d78bc9a7fb1090,2026-08-22,"[RYA-992] stage-4 GoF for the synth route: frac_rise_weaker, cut at 1."
ryandamienschmitt/rya-993-well-mixed-column-referee,da5366e66f276945fcc151d84c67a7e941a2a62e,2026-08-22,"Merge origin/main (RYA-992 synth_gof) into the RYA-993 branch"
ryandamienschmitt/rya-995-arm-gap-diagnosis,617a0595dc9f1051e5e923b5064af811eaa6ea00,2026-08-22,"[RYA-995] the decisive test REFUTES resolution — the arm gap survives "
ryandamienschmitt/rya-iag-split-holdings,ec7cda78f2110956ec001ad419c3e79dba0adf44,2026-08-24,"IAG split: register v116 + SEQUENCE (RYA-659 freshness guard)"
ryandamienschmitt/rya-kitt-peak-1984-vs-2005-crosscheck,8da727a5d387e4af6c4235f35494eecad3648cb0,2026-08-20,"[RYA-938] Kurucz 2005 is on a vacuum grid; lm0840 was a saved HTTP 500"
ryandamienschmitt/rya-kp1984-telluric-correction,c0465b128e2eaeb33324b0495b816cb83e9b613d,2026-08-21,"[RYA-940] the 1984 Kitt Peak atlas is telluric-corrected, and it valid"
validation/rya-238-phase1-rerun,267490a8a88fdb95f1da22d1fb1fd10e298d864d,2026-06-12,"Merge branch 'fix/rya-263-procyon-zero-rca'"
