kind,subject,model_type,state,can_run,engine,grid_or_path,disk_decks,source_url,citation,md5,provenance_caveat,error,fix,owned_by_ticket,anomalies,source_csv_note,notes
molecule,CH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-743 (CH G-band -- 'THE BITCH'),Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,CN,LTE_linelist,HAVE,yes,Engine-B (synthesis),data/linelists/molecular/turbospectrum/CN,,iSpec input/linelists/turbospectrum/molecules (RYA-360),,,,,,"RYA-746 (CN solar N indicator, needs C prior)",,,
molecule,CN,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,"RYA-746 (CN solar N indicator, needs C prior)",Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,CO,LTE_linelist,HAVE,yes,Engine-B (synthesis),data/linelists/molecular/turbospectrum/CO,,iSpec input/linelists/turbospectrum/molecules (RYA-360),,,,,,"RYA-744 (CO dv=1/dv=2, CRIRES+ target)",,,
molecule,CO,NLTE_deck,HAVE,yes,Engine-B (TS-native),,NLTEgrid4TS_CO_MARCS_Nov-14-2024.bin,MPG Keeper (Seafile),"Gerber, Bergemann et al. 2023, A&A 669, A43",,"NO DOI, mutable Seafile -> md5-pinned",,,"RYA-744 (CO dv=1/dv=2, CRIRES+ target)",,,
molecule,NH,LTE_linelist,HAVE,yes,Engine-B (synthesis),data/linelists/molecular/turbospectrum/NH,,iSpec input/linelists/turbospectrum/molecules (RYA-360),,,,,,"RYA-745 (NH solar N indicator, IR only)",,,
molecule,NH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,"RYA-745 (NH solar N indicator, IR only)",Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,OH,LTE_linelist,HAVE,yes,Engine-B (synthesis),data/linelists/molecular/turbospectrum/OH,,iSpec input/linelists/turbospectrum/molecules (RYA-360),,,,,,RYA-747 (OH solar O indicator -- NOVELTY CANDIDATE),,,
molecule,OH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-747 (OH solar O indicator -- NOVELTY CANDIDATE),Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,TiO,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,RYA-751 (COOL-STAR MOLECULES CaH/MgH/TiO/SiO sweep -- deferred to the M-dwarf phase). Blocks the M-dwarf tier.,NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,TiO,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-751 (COOL-STAR MOLECULES CaH/MgH/TiO/SiO sweep -- deferred to the M-dwarf phase). Blocks the M-dwarf tier.,Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,VO,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,"RYA-751 (cool-star molecule, not carried)",NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,VO,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,"RYA-751 (cool-star molecule, not carried)",Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,ZrO,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,"RYA-751 (cool-star molecule, not carried)",NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,ZrO,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,"RYA-751 (cool-star molecule, not carried)",Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,MgH,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,RYA-751 (COOL-STAR MOLECULES sweep -- deferred),NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,MgH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-751 (COOL-STAR MOLECULES sweep -- deferred),Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,FeH,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,"RYA-751 (cool-star molecule, not carried)",NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,FeH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,"RYA-751 (cool-star molecule, not carried)",Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,SiH,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,RYA-751 / RYA-189 (IR molecular line handling),NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,SiH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-751 / RYA-189 (IR molecular line handling),Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,CaH,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,RYA-751 (COOL-STAR MOLECULES sweep -- deferred),NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,CaH,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-751 (COOL-STAR MOLECULES sweep -- deferred),Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,H2O,LTE_linelist,NONE,no,Engine-B (synthesis),,,,,,,,acquire the linelist,"RYA-751 / RYA-503 (ExoMol/HITRAN->Turbospectrum converter EXISTS, CO-validated)",NOT CARRIED -- cool-star/M-dwarf molecule. An inventory of only what you have cannot show a gap.,,
molecule,H2O,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,"RYA-751 / RYA-503 (ExoMol/HITRAN->Turbospectrum converter EXISTS, CO-validated)",Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
anomaly,scan-method,,FINDING,,,,,,,,,,,,find without -L returns NOTHING through the grids symlink,,"/srv/codex/grids is a symlink to /mnt/codex-ext/codex-grids (ntfs3). A plain find silently reports zero grids. Positive control MANDATORY before trusting any absence (RYA-1013 trap). Verified: find -L = 1 hit, plain find = 0 hits."
anomaly,scan-coverage,,FINDING,,,,,,,,,,,,"all THREE Sirius drives verified, not just the grids subtree",,"sdb2 ext4 468G root / sda1 ext4 458G codex-data (291G) / sdc1 ntfs3 932G codex-ext (827G, 89% FULL). Full sweep set-diffed against the snapshot: 36 grid files both sides, SETS IDENTICAL. The narrow path was complete, now verified."
anomaly,false-duplicate,,FINDING,,,,,,,,,,,,the '119.9 GB of duplicate grids' does NOT exist,,The .grd files inside worktrees are SYMLINKS (52-74 bytes) to the canonical copies. `find -L -printf %s` follows them and counts the target size repeatedly. Real usage of those worktrees is ~2 GB. Corrected in RYA-1015.
anomaly,filename-trap,,FINDING,,,,,,,,,,,,"NLTEgrid4TS_CO_MARCS is carbon monoxide, NOT cobalt",,The naive element parse maps CO -> Co and INVENTS a cobalt NLTE grid we do not have. MN is Mn shouted and must still resolve. Pinned by test.
anomaly,provenance,,FINDING,,,,,,,,,,,,the Gerber decks have NO DOI and live on a MUTABLE Seafile share,,"MPG Keeper, unversioned -- md5-pinned on our side; a re-fetch verifies against those hashes. The Zenodo/Amarsi decks are DOI-backed and versioned. Different provenance grades sitting in the same directory."
anomaly,bookkeeping,,FINDING,,,,,,,,,,,,the Gerber H deck is staged on Sirius and unrecorded,,"NLTEgrid_H_MARCS_May-10-2021.bin is present; RYA-804 is bookkeeping only -- commit its prov.json, do NOT re-download. H is the reference element (A(H)=12 by definition) so it is not a CANONICAL_28 row."
anomaly,roster,,FINDING,,,,,,,,,,,,the canonical 28 is 27 (incl. Fe II counted separately) + Zn,,"TARGET_ELEMENTS in the code is 26 and the RYA-400 regime map is 26; both omit Fe II as a distinct species and Zn entirely. The record key must be (element, ion), not element -- keying by element alone collides Fe I and Fe II."
anomaly,capability,,FINDING,,,,,,,,,,,,we cannot COMPUTE full 3D for any element,,"RYA-1008: no public full-3D NLTE stellar photosphere RT code exists. MULTI3D, Balder, M3DIS, Linfor3D and PORTA are all private; the public codes (RH 1.5D, Lightweaver) stop at 1.5D/2D. Every 3D capability we have is a PUBLISHED GRID WE APPLY, never a calculation we run."
anomaly,unreconciled,,FINDING,,,,,,,,,,,,RYA-776 engine_coverage.csv is a 6th source NOT reconciled here,,"data/catalog/engine_coverage.csv (225 rows) carries engine x WAVELENGTH coverage. This matrix has no wavelength axis, so band-level contradictions between the two are possible and unchecked. Follow-up owed."
